t,A,B,C,D,E
129.0,0.5855209834229067,0.4967734946443929,-1.0056065327416102,1.0094856148646305,3
130.0,-0.1530806776713597,0.49682979427879925,-1.165011849844095,1.0063000876874146,3
131.0,-0.3174729706748984,0.47142164494309513,-1.2744506654824401,0.9430199312900105,3
132.0,-0.1011020936355318,0.62119810882011,-1.2339220357829466,0.8596454736853248,3
133.0,0.10335266710397087,0.34744216789938953,-1.243425013616477,0.856177052316306,3
134.0,-0.6963129168457606,0.5520379496464225,-1.2529586486931676,0.8726150140222004,3
135.0,-0.2921388087338362,0.4374225961502389,-1.5125219876574556,0.8689597150038693,3
136.0,-0.07631804821501831,0.20652400627285689,-1.5221140741834138,0.8852115207881681,3
137.0,-0.8415079902223856,0.06268604120434407,-1.731733949070382,0.9613708061913955,2
138.0,-1.5811230330551145,-0.1904168959200063,-1.7413806503388893,0.8774379552818097,1
139.0,-1.6895971655362083,-0.24887372423969711,-1.8010532133268475,0.8534133613412251,1
140.0,-2.3626058663135665,-0.20863659542407975,-1.660750670786018,0.8092974268256817,1
141.0,-2.7972385088794742,-0.5656242977116821,-1.5204720529787359,0.7450905633252011,0
142.0,-2.3921143990644502,-0.9158265122328492,-1.730216387774883,0.6807931915226273,0
143.0,-1.9474378189567576,-1.055406258342713,-1.7899827007491005,0.6964057411515601,0
144.0,-1.4649898828201886,-1.1807979109541473,-1.6497700152782295,0.7519286509533797,1
145.0,-1.3480575296890005,-1.2887982859754166,-1.459577352638973,0.7473623686333754,1
146.0,-0.801302483481152,-1.3766484670355754,-1.419403732105767,0.642707350815974,1
147.0,-0.6305754047766268,-1.5421042831984613,-1.3792481710488542,0.6379640629990782,1
148.0,-0.6426826434429203,-1.483493637281543,-1.4891096850325443,0.6331329795075165,1
149.0,-0.24511489094451136,-1.3997592203028826,-1.498987287913656,0.6082145834456127,1
150.0,0.35425144988758406,-1.3904855208971565,-1.5088799919401328,0.5432093666488739,2
151.0,0.5474682721812633,-1.0559094397335025,-1.518786807849816,0.5181178296348089,2
152.0,0.5268326309626121,-0.8969142377852898,-1.5287067449693703,0.5329404815528763,2
153.0,1.0851938352639872,-0.6150069730458831,-1.5886388113133503,0.5676778401335698,3
154.0,0.8162385236075703,-0.8122800020792701,-1.7485820136833983,0.5423304316366455,2
155.0,0.9147423578045313,-0.8913575298651244,-1.6085353577675627,0.5768987907984979,3
156.0,0.9767783008322618,-0.5553285733456658,-1.718497848239731,0.5713834607786832,3
157.0,0.7998731754079829,-0.30766805114955853,-1.5784684888591567,0.565784993105608,3
158.0,0.7831062617624529,-0.15214801529003844,-1.7884462825700869,0.5001039476213743,3
159.0,0.727146003831664,0.00725870753800251,-1.6984302316014652,0.574340892425796,3
160.0,0.6342233605065102,0.16648000353715925,-1.7584193375667097,0.5284964038195901,3
161.0,0.3080428643420058,0.12144849571870642,-1.9184126015635465,0.5025710662467473,3
162.0,0.35363493353465497,0.26820544680996156,-1.928409024273904,0.4965654722360864,3
163.0,-0.022844674976666368,0.10300188691303347,-1.8384076060638417,0.4504802223420049,2
164.0,0.1856397238857843,0.4223943825651005,-1.8984073470835132,0.4643159250844199,3
165.0,-0.013276747223059479,0.6233330007380815,-1.958407247367149,0.43807319688792135,3
166.0,-0.21166391631732553,0.6032392206992181,-1.7684063069330538,0.5117526620201256,3
167.0,-0.4016127130121261,0.8600718034403323,-1.7284035258836037,0.6053549525292535,3
168.0,-0.9755504782013432,0.6923789360126595,-1.888397904505235,0.5788807081809221,2
169.0,-1.7265428620792345,0.49933531871761383,-1.8483884433684141,0.5923305763941707,1
170.0,-2.048570274784605,0.3807632477451529,-1.95837414342758,0.48570521217672025,1
171.0,-1.9367678684526697,0.5371371546945946,-1.7683540061210477,0.39900527805947095,1
172.0,-2.1876194833474774,0.5695714870138655,-1.7783270334708647,0.3122314440302515,1
173.0,-1.999097826054726,0.479792238956611,-1.6882922281826076,0.36538438746681956,1
174.0,-1.9707452912726806,0.3700928603112,-1.7482485937451089,0.2784647930691264,1
175.0,-1.5036922050915067,0.3432756692322479,-1.7081951345301083,0.23147335279084436,1
176.0,-1.8006117624589937,0.30258026580925546,-1.6681308558918173,0.20441076577017614,1
177.0,-1.4656134553337594,-0.04839922492122978,-1.7280547642663797,0.19727773825993777,1
178.0,-0.904079240209085,-0.20580596645682253,-1.5879658672712273,0.1700749835569364,1
179.0,-0.5224489764913021,-0.1656189353887227,-1.4478631738043186,0.16280322193063967,2
180.0,-0.5279636896274047,-0.22375564018679642,-1.3077456941432481,0.13546318055115103,2
181.0,-0.5283768942708296,-0.37617641021444786,-1.0676124400442182,0.14805559341649088,2
182.0,-0.5316454861199033,-0.8189875908652133,-1.1274624248408605,0.24058120127920068,2
183.0,-0.5456125255957308,-0.9485410086566037,-1.1872946635429031,0.1530407515722647,1
184.0,-0.37769455977346356,-1.2615271654022824,-1.1471081729346697,0.1854349983343706,1
185.0,-0.6345859480546565,-1.4550597807770702,-1.1069019716733997,0.27776470213450366,1
186.0,0.07800802081681035,-1.72674952359833,-1.11667508038738,0.31003062999589226,1
187.0,0.35559858061283944,-1.574765048326201,-1.2764265217738833,0.2622335553193046,2
188.0,-0.004907559434461195,-1.6978797775788446,-1.286155320696897,0.25437425780571166,1
189.0,-0.005084894891327019,-1.895503235583074,-1.2458605042846371,0.30645352337831455,1
190.0,0.15507364404729485,-1.8676961321338053,-1.1055411020268318,0.3184721441039564,1
191.0,0.07715641070691803,-2.0151688117360425,-1.2651961458717733,0.31043091811391266,1
192.0,-0.23573028070122426,-1.7392631075467442,-1.3248246703231241,0.3823306495240819,1
193.0,0.22091400597476163,-1.6419180636654738,-1.384425712536462,0.2941721483545725,1
194.0,0.2528044106399808,-1.5256204014127983,-1.4439983124155675,0.3059562304487027,1
195.0,0.06664293235993729,-1.5933409949567783,-1.6035415127084294,0.2176837173914169,1
196.0,-0.5301487581928727,-1.2484589790452199,-1.6130543591029702,0.22935543642712675,1
197.0,-0.7297251973281926,-1.1946754275445355,-1.5225359003224785,0.18097222037698868,1
198.0,-0.9241299022175635,-0.8359188079043413,-1.6319851882207341,0.1925349075556212,1
199.0,-1.1056125707565818,-0.4762446267544519,-1.791401277876821,0.20404434168727625,1
200.0,-1.066938061652262,-0.41973183023098043,-2.00078322768962,0.23550137182146424,1
201.0,-1.4016748366746303,-0.17037860553008854,-2.2601300994719686,0.2669068522480531,1
202.0,-1.1044513657900197,-0.13200024548386435,-2.269440958544477,0.3182616424118385,1
203.0,-1.3711702731126902,0.2918683147480662,-2.378714873828998,0.36956660682659914,1
204.0,-1.599171686351379,0.5980627991286724,-2.53795091794173,0.40082261498864824,1
205.0,-1.3873392775238265,0.9838704235458307,-2.74714816728596,0.37203054128988267,1
206.0,-1.3361447674306612,0.9470991950577611,-2.956305702144417,0.4431912649303451,1
207.0,-1.6476291196356792,0.9861339073024,-2.7654226067712457,0.4543056698303065,1
208.0,-1.7253211736891914,0.9999774016437215,-2.5744979694835823,0.44537464454187115,1
209.0,-1.5740969614310336,0.7882760400210986,-2.5835308827527177,0.4163990821601262,1
210.0,-1.3999853149883514,0.6513287387867805,-2.5925204432948523,0.46737988023382976,1
211.0,-0.8099275162637292,0.6900793327581729,-2.451465752161423,0.498317940675659,2
212.0,-0.21150056993025776,0.5060924645484999,-2.5603659148289983,0.5092141696720173,2
213.0,0.187384867834179,0.3015136150933898,-2.619220041288727,0.5000694775924195,2
214.0,0.37879986224521894,-0.020985703589179838,-2.528027246135343,0.5108847788984522,2
215.0,0.15511330152062563,-0.45827619333077624,-2.536786648655699,0.5216609920523317,2
216.0,0.5092961252257329,-0.6068507090900296,-2.4954973729168453,0.43239903942505536,2
217.0,0.8352015507314471,-0.6629138504921341,-2.5041585478536117,0.4030998472041683,2
218.0,1.1278101260403985,-0.7224789169758263,-2.412769307355724,0.3737643453011428,2
219.0,0.9834298394982847,-0.7814697497864016,-2.5213287903544064,0.4043934672583899,2
220.0,0.7998433086476913,-0.8358248592171487,-2.4798361409084935,0.43498815015590464,2
221.0,0.17639618026932957,-1.0816011771234877,-2.338290508290018,0.44554933451755996,1
222.0,0.11402321737995158,-1.0150747843071073,-2.2466910470692874,0.47607796421705334,1
223.0,-0.5847889668193056,-1.0328360396452172,-2.105036917199424,0.426574986383523,1
224.0,-0.3161010423643035,-1.1318766808502996,-2.11332728410037,0.43704135130683197,1
225.0,0.1253219888177297,-1.0096666718335283,-1.9215613187423437,0.42747801234254446,1
226.0,0.5458020900549925,-0.9642188335728272,-1.729738197728743,0.4578859258165863,2
227.0,0.15249615320336046,-0.9941396074619059,-1.9378571033784828,0.44826605092961797,2
228.0,0.5531106759529568,-1.2986646543686324,-1.9459172238077644,0.49861934966111043,2
229.0,0.15559452808448343,-1.3776783800093035,-2.0539177530112607,0.4089467866731525,1
230.0,-0.032177944884778265,-1.4317168878547029,-2.1118578909427193,0.419249329213982,1
231.0,-0.40272084700786065,-1.3619542841346832,-2.269736843594963,0.4695279470212642,1
232.0,-0.749235170956358,-1.3701726847858313,-2.2775538230792933,0.37978361222511686,0
233.0,-1.2658798529871258,-1.4587166905277704,-2.1353080477042754,0.4100172992508991,0
234.0,-1.3480046377211856,-1.2304334930220029,-2.242998742053909,0.36022998472177054,0
235.0,-1.3923354691509289,-0.9886001421273367,-2.0506251370651674,0.2504226473610271,0
236.0,-1.7971050169212832,-1.03683983224151,-2.008186470104905,0.2005962678942329,0
237.0,-1.7621231342138208,-1.1790293462305064,-2.015681985046119,0.21075182895114536,0
238.0,-1.688784438300377,-0.8192000213306865,-2.173110932343562,0.22089031496745576,0
239.0,-1.7800127115533773,-0.5614347668924566,-2.180472569108694,0.1310127120863438,0
240.0,-1.8401443394691996,-0.20976376469205382,-2.087766159183974,0.12112000805986722,0
241.0,-1.0747554326626587,-0.16806151619194576,-1.9949909732164721,0.1312131921501838,1
242.0,-1.09043952493326,-0.13994786672240156,-2.0021462887308052,0.061293255030629656,1
243.0,-0.4945447098797,0.07130446503581256,-1.959231390201386,0.11136118868664957,2
244.0,-0.0948806955963143,0.1628534900679901,-1.9162455691239704,0.04141798631660176,2
245.0,-0.09940745625636294,0.03236054886619155,-2.123188124086512,0.031464642232436724,2
246.0,-0.5159178930608388,0.07805005349956495,-2.1300583608392993,0.0015021517602691326,1
247.0,0.04827284414044597,0.19875484577733393,-1.9868555923643834,-0.0684684888591568,2
248.0,-0.2133810112108956,0.1939460128104361,-1.9935791389442745,-0.13844628257008684,2
249.0,0.09360511667450977,0.16374639832043103,-1.9502283282299189,-0.24843023160146582,2
250.0,0.36496602849211335,0.20892746454341382,-1.9068024953079281,-0.29841933756670946,2
251.0,0.7978567898801314,0.33088958489294773,-1.7133009827670733,-0.2684126015635466,3
252.0,0.99096614997482,0.5316262708145245,-1.769723140764024,-0.2784090242739041,3
253.0,1.3445688168445349,0.41367324667197475,-1.7260683270883324,-0.34840760606384213,3
254.0,0.8605145057459257,0.18004367357003043,-1.5823359072266527,-0.43840734708351314,3
255.0,0.9421541968137825,-0.06584882315158613,-1.6885252544261955,-0.448407247367149,2
256.0,0.7942065420576683,-0.020277356456367274,-1.7446357497573972,-0.4384063069330538,2
257.0,0.6225697475968902,-0.17929698255508025,-1.7006667821758175,-0.46840352588360373,2
258.0,0.23408643079538105,-0.3388454762039871,-1.6066177485832405,-0.4183979045052354,2
259.0,0.03627082670050258,-0.29484710200862757,-1.6124880538879842,-0.4883884433684141,2
260.0,-0.7629907807957055,-0.5433167308503272,-1.5682771110644103,-0.5583741434275801,1
261.0,-1.1557544602087475,-0.6804616417360311,-1.5739843412116252,-0.5483540061210478,0
262.0,-1.3343353319413849,-0.9027784084993153,-1.629609173611371,-0.5183270334708652,0
263.0,-1.2916139401821607,-1.1071423963396154,-1.7851510457850934,-0.5282922281826076,0
264.0,-1.0213200831418752,-1.0908875819719928,-1.940609403550195,-0.5982485937451087,0
265.0,-0.5182827862121189,-0.8518746583469646,-1.6959837010754466,-0.6081951345301084,0
266.0,-0.37863645240499155,-0.8885456841759631,-1.7512734009355744,-0.6181308558918178,0
267.0,-0.7999749715063864,-0.7999638822165076,-1.9564779741650011,-0.6880547642663797,0
268.0,-1.3814476440973231,-0.685837569652733,-1.9615969003107405,-0.6979658672712273,0
269.0,-1.7237930962552375,-0.6465276092592895,-2.0166296674844437,-0.7078631738043186,0
270.0,-1.6293098328631501,-0.5830381910054154,-2.021575772413588,-0.6777456941432487,0
271.0,-1.7017646034733183,-0.7969911795871223,-2.1264347204918015,-0.7276124400442183,0
272.0,-1.7462422338892707,-0.7905846831908424,-2.081206025828326,-0.7374624248408607,0
273.0,-0.9689429102071134,-0.4665369018675096,-2.1358892112966026,-0.7472946635429032,0
274.0,-0.776934996961671,-0.22801668993456314,-2.2904838085819885,-0.7971081729346704,0
275.0,-0.5778732437380443,-0.3785626062195503,-2.3449893582285837,-0.7069019716733997,0
276.0,-0.3796936144615576,-0.32199252004175244,-2.2494054096851777,-0.73667508038738,0
277.0,-0.19029690555948708,-0.062306082086388596,-2.2537315213503053,-0.7464265217738832,1
278.0,-0.21723376613988754,0.09641744840503635,-2.3579672606164057,-0.8161553206968974,1
279.0,0.5325963225609112,-0.049876589920665515,-2.2621122039130803,-0.8258605042846371,1
280.0,0.05322010772258401,0.0948853175526343,-2.2661659367494553,-0.8155411020268317,1
281.0,-0.060171300318890175,0.22700516518060254,-2.520128053755624,-0.8651961458717735,1
282.0,-0.011030712815686461,0.5431078942148315,-2.323998158723188,-0.8348246703231241,1
283.0,-0.2013172099194659,0.4402276101407837,-2.4277758646448753,-0.7844257125364625,1
284.0,-0.6314180383379696,0.6158833477381271,-2.1814607937532426,-0.8139983124155676,1
285.0,-0.7001331730308062,0.8681424484121911,-2.185052577558449,-0.7835415127084293,1
286.0,-0.20472315842092426,0.7956699307950619,-2.3885508568851077,-0.8330543591029702,1
287.0,-0.14101832184360275,0.49776259342302454,-2.2419552819082007,-0.9025359003224791,1
288.0,-0.3035850052374328,0.17436697832260384,-2.3952655121880633,-0.8919851882207341,1
289.0,-0.4859421879443488,0.426080736617659,-2.448481216704426,-0.901401277876821,1
290.0,-0.6808198645511807,0.35413736127250073,-2.601602073889516,-0.97078322768962,0
291.0,-1.480448877063698,0.560374676979692,-2.7046277716602165,-0.9001300994719685,0
292.0,-1.476870646718798,0.3471878921320662,-2.557558007449271,-0.8694409585444771,0
293.0,-1.8622544574050628,0.2174684121865787,-2.610392488235543,-0.858714873828998,0
294.0,-2.029209641602888,-0.1254700225407499,-2.4631309305733167,-0.8879509179417303,0
295.0,-1.5710802229758452,-0.27797598780692456,-2.415773060620639,-0.8571481672859602,0
296.0,-1.482210269143113,-0.4361536526561894,-2.5683186141667074,-0.8663057021444167,0
297.0,-1.3581693758551365,-0.3959623001097088,-2.5707673366582884,-0.7754226067712463,0
298.0,-1.1959292932301298,-0.5533195490313725,-2.373118983225174,-0.7044979694835827,0
299.0,-0.7939846525206635,-0.8042056403226596,-2.4753733187046665,-0.7135308827527181,0
300.0,-1.3524129804151563,-1.144766123410311,-2.677530117665097,-0.7225204432948524,0
301.0,-1.2728716082934541,-1.2714103198562121,-2.6295891644283667,-0.7914657521614235,0
302.0,-1.358531599654735,-1.4809030487937018,-2.631550253091515,-0.9003659148289982,0
303.0,-1.4139513298226687,-1.470447271024494,-2.4834131875473107,-0.8692200412887275,0
304.0,-1.6448947579060242,-1.4377555405967732,-2.53517778150386,-0.8780272461353429,0
305.0,-1.2581016359382675,-1.3811084386030985,-2.5368438585032367,-0.8467866486556999,0
306.0,-1.0610188162324568,-1.199398496481305,-2.2884112519391304,-0.895497372916845,0
307.0,-1.0615033688794673,-1.2921584867787514,-2.239879805073504,-0.8441585478536119,0
308.0,-0.6675093451578676,-1.1595733586800152,-2.191249371052267,-0.8327693073557237,0
309.0,-0.2867706746098819,-1.2024755133998446,-2.092519812919963,-0.8213287903544065,0
310.0,0.2735071623235862,-1.1223235401334872,-1.8436910036334644,-0.7698361409084934,1
311.0,0.8069343940699727,-1.2211649557637814,-1.8447628260746756,-0.7982905082900177,1
312.0,0.9081916979535211,-0.9015839001552719,-1.9957351730622452,-0.8466910470692872,1
313.0,0.7732422648042925,-0.6666351231818312,-2.1466079473622854,-0.7750369171994238,1
314.0,0.39949273380088557,-0.6197659498176222,-2.0473810616980934,-0.7433272841003701,1
315.0,0.18589658158254962,-0.5647282167271322,-2.0480544387588795,-0.7915613187423438,1
316.0,-0.06700415616691058,-0.7054824299720471,-1.898628011207499,-0.7397381977287432,1
317.0,0.04289950602864423,-0.5460965921680773,-2.1491017216871846,-0.6878571033784827,1
318.0,-0.0808005751579528,-0.29064228359562544,-2.199475522827284,-0.7159172238077642,1
